../factor model/10_Industry_Portfolios_Daily.csv,20120101,20161231,20180101,Markowitz_revised gamma = 1,251,0.047364801899419356,0.37181082551461003,0.12738951813429164,0.43824701195219123,0.2817220832317504,0.601236887836124,0.039361014774370574
../factor model/10_Industry_Portfolios_Daily.csv,20120101,20161231,20180101,Markowitz_revised gamma = 5,251,0.04888193648097895,0.3752114268118282,0.13027837903639772,0.44223107569721115,0.28134884795671833,0.6101608752339667,0.03922776945311362
../factor model/10_Industry_Portfolios_Daily.csv,20120101,20161231,20180101,Markowitz_revised gamma = 10,251,0.04901991430371523,0.3756688822776195,0.13048702358980452,0.44223107569721115,0.2816676959057369,0.6121617856116255,0.03921146252069401
../factor model/10_Industry_Portfolios_Daily.csv,20120101,20161231,20180101,Markowitz_revised gamma = 15,251,0.04906589753612807,0.3758258771874044,0.13055486733198393,0.44223107569721115,0.28177982530639234,0.6129930855228068,0.03920602925530457
../factor model/10_Industry_Portfolios_Daily.csv,20120101,20161231,20180101,Markowitz_revised gamma = 20,251,0.049088892982592065,0.37590520528122107,0.13058848957908906,0.44223107569721115,0.2818358772754456,0.613507357901716,0.03920331176537749
../factor model/10_Industry_Portfolios_Daily.csv,20120101,20161231,20180101,Markowitz_revised gamma = 25,251,0.04910269005765881,0.37595307087076474,0.13060856224403083,0.44223107569721115,0.28186950885698914,0.6138159241476583,0.039201681300397764
../factor model/10_Industry_Portfolios_Daily.csv,20120101,20161231,20180101,Markowitz_revised gamma = 30,251,0.049111895210559774,0.37598508217129933,0.13062192501612158,0.44223107569721115,0.2818919134394178,0.6140215928199544,0.03920059314021549
""
filepath,start_time,train_test_split,end_time,method,number of sample,test_return_mean,test_return_std,Sharper ratio,Loss_Probability,Conditional Loss,VaR,CVaR
../factor model/10_Industry_Portfolios_Daily.csv,20120101,20161231,20180101,naive policy 1/N portfolios,251,0.0609800796812749,0.4176228444908529,0.14601710726724992,0.4103585657370518,0.3081359223300971,0.556,0.04813545816733068
""
../factor model/10_Industry_Portfolios_Daily.csv,20120101,20161231,20180101,Markowitz_revised gamma = 1,251,0.047364801899419356,0.37181082551461003,0.12738951813429164,0.43824701195219123,0.2817220832317504,0.601236887836124,0.039361014774370574
../factor model/10_Industry_Portfolios_Daily.csv,20120101,20161231,20180101,Markowitz_revised gamma = 50,251,0.049130285250279036,0.3760494023285129,0.130648486464976,0.44223107569721115,0.2819367671628866,0.614433010057621,0.039198420110863406
../factor model/10_Industry_Portfolios_Daily.csv,20120101,20161231,20180101,Markowitz_revised gamma = 100,251,0.049144083017749834,0.37609786966356534,0.13066833657343285,0.44223107569721115,0.2819703966898978,0.6147415704824755,0.03919678974145187
../factor model/10_Industry_Portfolios_Daily.csv,20120101,20161231,20180101,Markowitz_revised gamma = 150,251,0.04914868111174044,0.37611407314244805,0.13067493247753603,0.44223107569721115,0.28198161059424015,0.6148444638130268,0.03919624614602863
../factor model/10_Industry_Portfolios_Daily.csv,20120101,20161231,20180101,Markowitz_revised gamma = 200,251,0.049150980755410634,0.3761221825971629,0.1306782291222974,0.44223107569721115,0.2819872161573753,0.6148958673433891,0.03919597455571981
""
filepath,start_time,train_test_split,end_time,method,number of sample,test_return_mean,test_return_std,Sharper ratio,Loss_Probability,Conditional Loss,VaR,CVaR
../factor model/10_Industry_Portfolios_Daily.csv,20130101,20171231,20190101,naive policy 1/N portfolios,251,-0.030071713147410344,0.9756321083243824,-0.030822799793928032,0.4820717131474104,0.7460165289256199,1.8945000000000003,0.13177689243027885
""
../factor model/10_Industry_Portfolios_Daily.csv,20130101,20171231,20190101,Markowitz_revised gamma = 1,251,-0.019824459083242183,0.8096805778070201,-0.024484296186201914,0.4701195219123506,0.64416365449502,1.4905672346284848,0.11153457681385232
../factor model/10_Industry_Portfolios_Daily.csv,20130101,20171231,20190101,Markowitz_revised gamma = 50,251,-0.02170631978956748,0.7950679970784901,-0.02730121180745325,0.47808764940239046,0.6292795842583339,1.434218580728027,0.10917730548663325
../factor model/10_Industry_Portfolios_Daily.csv,20130101,20171231,20190101,Markowitz_revised gamma = 100,251,-0.02172887157047136,0.7949519986041531,-0.027333564301523654,0.47808764940239046,0.629257344440903,1.433546647321247,0.10915380119814949
../factor model/10_Industry_Portfolios_Daily.csv,20130101,20171231,20190101,Markowitz_revised gamma = 150,251,-0.02173639116038014,0.7949134350539884,-0.02734434996548255,0.47808764940239046,0.6292499283680004,1.4333226705667483,0.1091459660178358
../factor model/10_Industry_Portfolios_Daily.csv,20130101,20171231,20190101,Markowitz_revised gamma = 200,251,-0.021740147144558946,0.7948941755956784,-0.02734973762798966,0.47808764940239046,0.6292462179705655,1.4332106800188713,0.1091420486916641
""
filepath,start_time,train_test_split,end_time,method,number of sample,test_return_mean,test_return_std,Sharper ratio,Loss_Probability,Conditional Loss,VaR,CVaR
../factor model/10_Industry_Portfolios_Daily.csv,20110101,20151231,20170101,naive policy 1/N portfolios,252,0.05383730158730159,0.8307745772063571,0.06480374227186887,0.47619047619047616,0.5788083333333335,1.2962000000000002,0.10206349206349206
""
../factor model/10_Industry_Portfolios_Daily.csv,20110101,20151231,20170101,Markowitz_revised gamma = 1,252,0.04601141684642655,0.7338551417974262,0.0626982277915654,0.44841269841269843,0.5714087677851135,1.3008694607664109,0.08689141222171114
../factor model/10_Industry_Portfolios_Daily.csv,20110101,20151231,20170101,Markowitz_revised gamma = 50,252,0.04988146577532481,0.7413918680959356,0.06728083746512065,0.4523809523809524,0.568314140629194,1.3413644445018902,0.0872811557684475
../factor model/10_Industry_Portfolios_Daily.csv,20110101,20151231,20170101,Markowitz_revised gamma = 100,252,0.04991619036733789,0.7414654845869484,0.06732098985719467,0.4523809523809524,0.5683277879642162,1.3416825855474461,0.08728373897761454
../factor model/10_Industry_Portfolios_Daily.csv,20110101,20151231,20170101,Markowitz_revised gamma = 150,252,0.04992784597003972,0.7414900025584066,0.06733448299743859,0.4523809523809524,0.5683322176653036,1.3417886306143,0.08728458266374237
../factor model/10_Industry_Portfolios_Daily.csv,20110101,20151231,20170101,Markowitz_revised gamma = 200,252,0.04993365169258032,0.7415022800487299,0.06734119777662557,0.4523809523809524,0.5683344599079594,1.3418416247667406,0.08728500973356593
""
filepath,start_time,train_test_split,end_time,method,number of sample,test_return_mean,test_return_std,Sharper ratio,Loss_Probability,Conditional Loss,VaR,CVaR
../factor model/10_Industry_Portfolios_Daily.csv,20110101,20151231,20170101,naive policy 1/N portfolios,252,0.05383730158730159,0.8307745772063571,0.06480374227186887,0.47619047619047616,0.5788083333333335,1.2962000000000002,0.10206349206349206
""
../factor model/10_Industry_Portfolios_Daily.csv,20110101,20151231,20170101,Markowitz_revised gamma = 1,252,0.04601141684642655,0.7338551417974262,0.0626982277915654,0.44841269841269843,0.5714087677851135,1.3008694607664109,0.08689141222171114
../factor model/10_Industry_Portfolios_Daily.csv,20110101,20151231,20170101,Markowitz_revised gamma = 50,252,0.04988146577532481,0.7413918680959356,0.06728083746512065,0.4523809523809524,0.568314140629194,1.3413644445018902,0.0872811557684475
../factor model/10_Industry_Portfolios_Daily.csv,20110101,20151231,20170101,Markowitz_revised gamma = 100,252,0.04991619036733789,0.7414654845869484,0.06732098985719467,0.4523809523809524,0.5683277879642162,1.3416825855474461,0.08728373897761454
../factor model/10_Industry_Portfolios_Daily.csv,20110101,20151231,20170101,Markowitz_revised gamma = 150,252,0.04992784597003972,0.7414900025584066,0.06733448299743859,0.4523809523809524,0.5683322176653036,1.3417886306143,0.08728458266374237
../factor model/10_Industry_Portfolios_Daily.csv,20110101,20151231,20170101,Markowitz_revised gamma = 200,252,0.04993365169258032,0.7415022800487299,0.06734119777662557,0.4523809523809524,0.5683344599079594,1.3418416247667406,0.08728500973356593
../factor model/10_Industry_Portfolios_Daily.csv,20110101,20151231,20170101,Markowitz_revised gamma = 1000,252,0.04994762954553898,0.7415317405562473,0.06735737233320806,0.4523809523809524,0.5683397821706991,1.3419688913899397,0.08728602581025231
""
filepath,start_time,train_test_split,end_time,method,number of sample,test_return_mean,test_return_std,Sharper ratio,Loss_Probability,Conditional Loss,VaR,CVaR
../factor model/10_Industry_Portfolios_Daily.csv,20110101,20151231,20170101,naive policy 1/N portfolios,252,0.05383730158730159,0.8307745772063571,0.06480374227186887,0.47619047619047616,0.5788083333333335,1.2962000000000002,0.10206349206349206
""
../factor model/10_Industry_Portfolios_Daily.csv,20110101,20151231,20170101,Markowitz_revised gamma = 1,252,0.04601141684642655,0.7338551417974262,0.0626982277915654,0.44841269841269843,0.5714087677851135,1.3008694607664109,0.08689141222171114
../factor model/10_Industry_Portfolios_Daily.csv,20110101,20151231,20170101,Markowitz_revised gamma = 1000,252,0.04994762954553898,0.7415317405562473,0.06735737233320806,0.4523809523809524,0.5683397821706991,1.3419688913899397,0.08728602581025231
../factor model/10_Industry_Portfolios_Daily.csv,20110101,20151231,20170101,Markowitz_revised gamma = 2000,252,0.049949376893723245,0.7415354247149387,0.06735939407469953,0.4523809523809524,0.568340447870241,1.341984800688993,0.08728615277947797
../factor model/10_Industry_Portfolios_Daily.csv,20110101,20151231,20170101,Markowitz_revised gamma = 3000,252,0.04994995899275562,0.7415366526933544,0.06736006751835001,0.4523809523809524,0.5683406698472651,1.3419901024348215,0.08728619512371502
../factor model/10_Industry_Portfolios_Daily.csv,20110101,20151231,20170101,Markowitz_revised gamma = 4000,252,0.04995025004483652,0.7415372669985829,0.06736040421409054,0.4523809523809524,0.5683407808584091,1.3419927531512923,0.08728621637450025
""
