Date,Food ,Mines,Oil  ,Clths,Durbl,Chems,Cnsum,Cnstr,Steel,FabPr,Machn,Cars ,Trans,Utils,Rtail,Finan,Other
19260813,0.29,0.06,0.89,-0.17,0.04,1.24,-0.07,0.68,1.01,-0.18,1.63,0.34,0.7,-0.11,0.02,0.53,0.26
19260814,0.43,0.31,1.19,0.04,-0.07,2.62,0.57,0.39,0.96,0.19,1.03,1.17,-0.02,0.58,0.77,0.35,0.38
19260816,0.01,-0.44,-0.12,-1.89,2.27,-0.16,0.52,0.85,0.66,-0.52,-0.75,-0.4,0.52,0.02,-0.21,0.49,0.32
19260817,-0.62,-0.7,-1.07,0.49,-1.21,-1.89,0.05,-1.13,-1.16,-2.29,-0.9,-2.07,-0.84,-0.72,-1.36,-0.81,-0.11
19260818,-0.3,-0.08,0.37,0.08,-0.58,0,0.19,1.11,-0.38,-0.07,0.37,0.98,0.66,-0.18,-0.1,-0.04,0.37
19260819,-0.76,-0.07,0.02,-0.5,0.23,-1,-0.53,-0.88,-1.16,-1.65,-0.26,-1.57,-0.64,-0.42,-0.94,-0.06,-0.1
19260820,-0.22,0.07,-0.02,-0.68,-0.5,-0.25,0.12,-1.17,-0.55,-0.33,-0.49,0.11,-0.09,-0.24,-0.42,0.03,-0.13
19260821,0.19,0.2,0.35,0.42,0.3,0.34,0.35,2.39,0.5,0.5,0.23,0.34,0.34,0.18,0.21,-0.22,0.22
19260823,0.34,0.12,-0.06,0.18,0.18,2.06,-0.18,-1.93,0.49,-0.5,0.37,2.57,0.52,0.04,0.51,0.03,0.18
19260824,-0.37,-0.48,-0.68,1.49,0.23,-2.2,0.12,-0.25,-1.31,-1.13,-0.98,-1.36,-0.79,-0.54,-1.86,0.52,-0.46
19260825,-0.49,-0.4,-0.15,-0.39,-1.3,-0.89,-0.15,-0.47,-0.89,-1.49,-0.56,-0.17,-0.06,-0.3,-0.24,0.03,-0.07
19260826,0.54,0.78,0.4,-0.23,2.03,0.87,0.4,0.55,0.48,0.41,0.27,0.66,0.73,0.5,0.57,0.98,0.18
19260827,0.3,0.54,0.79,-0.96,-0.56,0.2,1.57,0.16,0.26,-0.3,-0.11,0.2,0.26,0.3,0.09,0.21,0.39
19260828,0.43,-0.63,0.4,-0.03,0.08,0.93,1.63,1.57,0.38,-0.26,0.27,-0.17,0.18,0.38,0.21,-0.02,0.4
19260830,-0.21,0.59,2.26,-0.12,-0.11,-0.74,0.97,-0.68,-0.14,0.65,0.32,-0.72,0.53,-0.09,-0.77,0.18,-0.24
19260831,0.49,0.32,0.14,1.25,-0.2,0.97,0.35,0.26,0.72,0.31,0.34,0.63,1.39,0.09,0.62,0.05,0.15
19260901,0.61,0.57,-0.21,0.9,0.37,0.39,1.03,0.55,0.5,1.42,0.96,0.5,0.53,1.53,1.12,0.86,0.33
19260902,-0.33,0.21,-0.33,-0.73,0.51,-0.4,-0.67,0.37,-0.07,-0.84,-0.32,0.54,0.24,0.3,0.1,0.12,-0.11
19260903,0.11,0.69,0.23,0.23,2.28,0.44,-0.48,0.06,0.18,-0.05,0.4,0.54,1.15,1.24,-0.34,0.53,0.5
19260907,0.46,0.26,0.6,-0.13,-0.61,1.4,1.06,0.33,0.34,2.27,0.47,1.95,-0.06,-0.15,2.24,-0.36,0.62
19260908,0.13,-0.7,-0.72,0.75,1.76,-1.04,0.05,0.12,-0.49,-1.55,-0.39,-0.47,-0.9,-0.34,-1.19,-0.11,0.16
19260909,0.06,-0.01,-0.15,-0.65,0.28,-0.23,-0.04,-0.26,0.01,-0.07,0.1,-0.12,-0.06,-0.49,0.34,0.21,0.05
19260910,-0.36,-1.03,-1.41,0.42,-1.14,-0.61,-0.31,0.01,-0.74,-1.48,-0.85,-1.13,-0.95,-0.58,-0.78,-0.28,-0.22
19260911,-0.22,0.11,-0.55,-0.09,-0.43,-1.02,0.08,-0.61,-0.66,-0.51,-0.58,-0.87,-0.38,-0.26,-0.4,-0.17,-0.07
19260913,0.06,-0.54,0.02,-0.16,-0.3,0.38,-0.29,-0.84,-0.17,0.96,0.16,-0.14,0.07,0.26,-0.31,-0.5,0
19260914,0.86,0.6,0.66,-0.8,1.94,0.94,0.72,0.63,0.94,0.81,0.61,2.82,0.88,0.63,0.95,0.45,0.45
19260915,-0.51,-0.08,0.03,0.12,-0.61,0.05,0.09,0.22,-0.23,-1.32,-0.01,0.21,-0.41,-0.42,-0.6,0.42,-0.28
19260916,-0.06,-0.26,-0.6,2.32,-0.16,1,-0.21,-0.3,-0.57,-0.62,-0.75,0.71,-0.2,-0.57,-0.24,-0.24,-0.01
19260917,-0.77,-0.53,-0.84,-0.51,-1.17,-1.03,-0.64,-0.76,-1.31,-2.95,-0.82,-1.22,-1.02,-1.01,-1.43,-0.67,-0.79
19260918,0.2,0.73,0.59,0.55,0.43,0.84,0.34,0.75,0.61,0.25,0.56,1.11,1.28,0.35,0.52,0.27,0.24
19260920,-0.03,-0.72,-0.81,-0.39,-0.85,0.01,-0.05,-0.25,-1.13,-0.62,-1.76,0.15,-0.61,-0.71,-0.76,-1.23,-0.62
19260921,0.72,0.51,-0.31,0.39,-0.11,1.34,-0.25,-0.32,1.1,0.66,0.74,0.03,0.28,0.29,0.14,-0.37,0.18
19260922,-0.1,-0.21,1.04,-0.59,-1.81,0,0.15,-0.15,-0.31,-1.01,-0.26,-1.14,-0.37,0.27,-0.42,0.16,0.02
19260923,-0.22,0.43,0.4,-0.37,0.33,0.28,0.1,-0.22,0.14,0.28,0.07,0.36,0.36,0.56,0.18,-0.15,0.48
19260924,0.3,0.53,0.42,-1.31,0.56,0.05,0.24,0.41,1.09,1.02,0.83,0.95,0.55,0.81,1.66,-0.14,0.49
19260925,0.34,-0.26,-0.42,1.43,0.8,0.61,0.68,0.36,-0.35,1.52,0.74,0.48,0.23,0.46,-0.25,0.48,0.51
19260927,-0.13,0.49,-0.07,-1.44,-0.56,0.3,-0.26,0,-0.33,-0.89,-0.45,0.01,-0.04,-0.28,-0.02,-0.91,0.07
19260928,0.05,0.4,-0.72,-0.24,-0.95,1.23,0.05,-0.24,0.34,-0.83,-0.19,0.6,-0.1,0.49,-0.35,0.51,-0.08
19260929,-0.41,-0.51,-0.51,1.19,-0.86,-0.09,-0.42,-1.16,0.73,-0.64,-0.37,-0.87,-0.38,-0.18,-0.31,-0.33,-0.07
19260930,0.47,0.47,-0.02,-0.56,0.67,0.62,0.3,1.25,0.59,0.14,0.51,0.73,0.26,-0.13,0.43,0.23,-0.01
19261001,0.07,0.82,0.02,0.36,-0.21,2.38,0.63,-0.34,1.86,1.42,0.37,2.8,0.43,0.29,1.06,0.31,0.09
19261002,-0.03,0.06,-0.05,-0.09,0.32,-0.26,0.06,0.06,-0.42,0.4,0.17,0.08,-0.16,-0.22,-0.4,0.1,0.09
19261004,-1.48,-2.18,-0.85,-0.32,-0.69,-2.25,-0.28,-0.93,-1.78,-2.11,-1.59,-2.03,-1.54,-1.51,-1.27,-0.69,-0.73
19261005,-0.63,-0.87,-0.9,-0.2,-1.59,-1.24,-1.09,-0.09,-1.73,-1.5,-1,-0.84,-1.7,-1.02,-0.66,-0.73,-0.47
19261006,-0.43,-0.72,-0.39,-1.06,-2.03,-0.84,-0.76,-1.52,0.08,-1.3,-0.46,-0.61,-0.72,-0.62,-0.62,-0.44,-0.27
19261007,-1.05,0.15,-0.56,-0.15,-0.88,-1.17,-0.33,-0.12,0.02,-1.07,-0.66,-2.32,-0.76,-1.66,-0.04,0.07,-0.36
19261008,0.48,0.33,0.77,0.84,1.08,1.2,0.38,0.48,0.46,0.58,0.45,0.16,0.7,0.97,1.47,0.14,0.01
19261009,-0.77,-0.52,-0.17,0.17,-1.19,-1.98,-0.48,-0.3,-1.22,-2.29,-1.01,-1.72,-1.1,-0.79,-1.7,-1.1,-0.39
19261011,-0.57,-0.58,-0.38,-0.19,-1.28,-1.2,-0.57,-0.85,-0.57,-1.85,-0.79,-2.18,-0.36,-0.76,-0.11,-1.63,-0.39
19261013,0.29,0.83,0.25,0.17,-1.21,1.69,0.77,0.08,1.01,1.06,1.16,1.47,0.91,0.52,-0.52,0.57,0.48
19261014,1.72,1.1,0.78,0.76,0.33,1.4,1.23,0.59,0.81,0.85,0.95,0.62,1.33,0.6,0.85,0.33,0.65
19261015,-1.84,-1.57,-1.1,-0.56,-3.17,-2.93,-1,-0.92,-2.17,-3.11,-2.39,-3.02,-1.98,-1.53,-1.96,-1.3,-0.82
19261016,-0.88,-0.86,-0.3,-0.31,-0.76,-1.34,-0.26,-0.78,-0.93,-0.64,-0.36,-2.32,-0.61,-0.26,-1.4,-0.45,-0.1
19261018,0.32,0.95,0.25,-0.05,1.06,1.2,-0.05,0.57,0.72,0.9,0.84,1.38,0.77,1.74,1.19,-0.28,0.09
19261019,-1.14,-0.67,-0.61,-0.05,-1.92,-1.77,-0.1,-1.3,-1.55,-1.35,-0.95,-2.54,-0.84,-0.96,-1.55,-0.57,-0.44
19261020,-0.2,-0.69,-0.59,-0.1,-0.2,-0.99,-0.68,-1.53,-0.74,0.29,0.66,0.06,-0.42,-0.27,1.37,-1.21,0.18
19261021,1.38,1.82,0.93,1.07,1.82,2.75,0.87,1.31,1.14,2.77,1.93,2.18,2.04,1.04,1.77,1.01,0.88
19261022,0.35,-0.06,-0.35,0.37,0.04,-0.56,0.11,-0.34,-0.41,-0.88,-0.71,-1.35,-0.29,-0.27,-1.25,-0.17,0.09
19261023,0.82,0.52,0.73,2.5,1.52,0.75,0.21,1.28,0.87,1.56,-0.16,1.04,0.19,0.4,1,1.21,0.26
19261025,0.15,0.3,0.34,-2.85,-0.37,-0.36,0.15,-0.59,-0.6,-1.2,0.39,-0.5,0.04,-0.05,-0.49,-0.64,-0.03
19261026,-0.02,0.56,-0.01,0.08,1.3,0.45,0.23,0.2,0.86,0.49,-0.26,0.19,0.53,0.36,1.02,0.49,0.17
19261027,0.81,0.58,0.16,-0.11,1.09,0.83,1.71,1.27,1.12,5.3,1.18,1.96,1.33,0.78,1.49,0.01,0.26
19261028,0.11,0.04,0.9,0.27,0.21,-0.24,0.21,-0.66,-0.31,-2.03,-0.26,-0.44,-0.36,-0.02,-0.69,0.14,-0.01
19261029,-0.02,0.43,0.28,0.06,-0.92,0.34,-0.36,-0.16,0.04,-0.51,-0.33,-0.24,-0.1,0.11,-0.17,0.08,-0.14
19261030,-0.43,-0.46,-0.13,-0.15,1.61,-0.45,0.14,-0.22,-0.34,-0.65,-0.44,-0.35,-0.2,-0.1,-0.51,-0.5,0.02
19261101,0.34,0.97,1.68,-0.12,-0.1,0.57,0.33,0.2,0.66,0.57,0.25,0.15,0.29,0.04,0.16,0.89,-0.07
19261103,0.34,0.11,-0.7,-0.2,-0.6,0.73,0.14,-0.34,0.3,1.56,0.43,1.79,0.23,0.11,-0.34,0.41,0.05
19261104,0.31,2.38,0.45,0.05,0.91,0.64,0.12,1.29,0.7,1.3,0.62,0.05,0.82,0.3,1.28,0.07,0.34
19261105,0.06,-0.11,-0.38,-1.57,-0.2,-0.51,0.63,1.1,0.49,-0.64,0.43,-0.54,0.2,0.6,0.09,0.16,0.31
19261106,0.32,-0.13,0.21,1.46,0.6,-0.03,0.26,0.55,0.42,0.34,-0.26,-0.79,0.23,0.44,0.76,0.04,0.18
19261108,0.67,0.84,0.33,-1.55,0.25,0.95,0.14,0.09,1.79,0.97,0.99,-0.36,0.47,-0.06,1.24,0.65,0.38
19261109,0.59,0.2,-0.16,1.62,-0.89,1.2,0.29,-0.27,0.08,-0.7,-0.26,0.95,-0.36,0.79,0.19,0.06,0.07
19261110,-0.35,-0.34,-0.97,-0.84,-0.45,-0.82,-0.44,-0.5,-0.68,-0.76,-0.64,-1.09,-0.62,0.03,-0.61,-0.89,-0.02
19261111,0.6,0.34,0.98,-0.73,0.3,1.04,0.22,0.68,0.82,0.74,0.36,0.56,0.52,1.17,2,0.31,0.04
19261112,0.44,-0.19,0.14,1.93,0.12,0.98,0.12,-0.36,0.86,0.19,0,-0.06,0.38,-0.09,0.09,0.27,0.07
19261113,-0.66,-0.19,-0.79,-0.4,-0.08,-0.29,0.76,0.11,-0.36,-1.25,0.05,-0.16,-0.09,-0.18,-0.35,-0.11,0
19261115,0.35,-0.13,0.67,0.45,-0.04,0.08,1.27,-0.5,0.98,0.94,-0.33,0.96,0.21,0.01,0.33,1.2,0.08
19261116,0.1,0.18,-0.35,0.29,-1.13,0.21,0.06,-0.22,-0.2,2.34,1.74,0.23,-0.06,0.11,1.52,-0.28,-0.36
19261117,-0.42,-0.82,-0.41,0.5,-0.59,-0.66,-0.21,-0.07,-1.07,-1.24,-0.82,-0.49,-0.07,-0.26,0.34,0.07,-0.06
19261118,-0.26,-0.01,-1.1,0.38,-1.66,-0.74,0.02,-0.06,-0.83,-0.51,-0.29,-0.72,-0.29,-0.29,-0.69,1.34,-0.05
19261119,0.46,-0.89,-0.84,0.57,0.05,-0.55,0.31,-0.14,-0.94,-2.25,-0.57,-1.74,-0.69,-0.47,-0.48,-0.42,-0.49
19261120,0.56,0.7,0.28,1.07,-0.55,0.11,0.58,0.01,0.38,1,0.37,0.16,0.37,0.4,1.25,-0.28,0.32
19261122,0.4,-0.33,1.19,0.24,-1.5,1.62,-0.13,0.5,1.06,0.64,0.79,0.58,0.15,0.83,0.7,0.46,0.27
19261123,1.33,1.76,0.12,-0.25,-0.07,0.86,0.75,0.28,-1.07,1.08,0.33,1.16,0.32,0.43,0.04,-0.58,0.17
19261124,0.05,0.53,-0.14,-0.54,2.13,0.23,-0.45,0.24,0.69,-0.97,0.36,-0.48,0.37,0.28,-0.53,0.28,0.1
19261126,1.17,-0.49,-0.64,0.59,1.43,0.22,-0.1,-0.26,0.65,0.67,0.95,0.07,0.23,0.07,0.47,-0.15,0.14
19261127,-0.13,-0.09,0.06,-0.47,0.22,-0.32,-0.34,0.81,0.17,-0.18,-0.48,0.01,-0.26,-0.01,-0.14,0.1,-0.3
19261129,-1.03,-0.36,0.01,0.08,0.51,-1.01,-0.22,-0.3,-0.46,-0.78,-0.17,-0.82,-0.26,-0.11,-0.81,-0.49,-0.09
19261130,0.98,0.43,0.39,-0.24,-0.56,0.68,0.45,-0.39,-0.23,0.59,0.7,0.41,0.09,0.21,-0.16,-0.68,0.27
19261201,-0.04,0.04,1.15,-0.17,-0.93,1.75,-0.13,0.44,0.06,-0.23,0.18,0.55,0.14,0.05,0.64,0.63,-0.04
19261202,0.52,0.19,1.09,0.36,-0.52,0.34,-0.15,0.73,0.8,0.71,0.28,0.82,0.5,-0.21,0.44,2.25,0.45
19261203,-0.33,0.01,-0.22,-0.02,0.08,0.75,0.17,-0.1,0.52,0.54,-0.27,2.47,0.11,0.8,0.38,-0.05,0.39
19261204,-0.34,-0.4,-0.36,-0.13,-0.4,-0.66,0.17,-0.06,-0.3,-0.01,0.51,-0.07,-0.21,-0.41,-0.21,-0.17,0.09
19261206,0.05,-0.33,0.06,1.02,0.34,-0.54,1.02,-0.03,0.09,-0.16,0.17,-0.18,0,-0.25,0.38,0.19,0
19261207,0.17,0.48,-0.51,-0.07,0.98,0.16,-0.08,0.18,0.03,0.07,-0.41,0.63,0.05,-0.23,0.26,-0.18,-0.14
19261208,-0.33,0.25,-0.28,-0.08,0.29,0.13,-0.47,0.79,-0.24,-0.81,-0.26,0.27,0.14,0.49,-0.58,-0.25,-0.14
19261209,0.38,1.28,-0.09,-0.65,0.31,0.2,0.02,0.12,0.82,1.22,0.58,0.87,0.84,0.24,0.25,0.16,0.01
19261210,0.43,0.73,0.09,0.21,0.44,-0.38,0.31,0.13,0.58,0.11,0.17,0.45,0.71,0.12,0.8,0.65,0.06
19261211,0.14,0.53,0.06,-0.12,0.14,0.05,-0.16,0.05,0.39,-0.29,0,0.14,-0.08,0.47,0.14,0.23,0.18
19261213,0.49,-0.1,0.56,0.17,1.21,1.22,-0.02,1.44,-0.11,0.17,0.19,2.44,0.28,-0.08,0.49,0.43,-0.07
19261214,-0.24,-0.34,0.19,0.2,-0.13,0.66,-0.02,-0.28,0.63,0.19,0,0.63,0.12,-0.57,-0.09,0.28,0.13
19261215,-0.25,0.22,0.71,0.61,-0.05,-0.06,0.14,0.99,0.45,0.27,0.37,-0.63,0.23,0.22,-0.28,0.13,-0.01
19261216,-0.72,-0.9,-0.26,0.1,-0.13,-1.18,-0.33,-1.98,-0.81,0.48,-0.74,-1.28,-0.56,-0.51,-0.94,-0.69,-0.12
19261217,0.79,1.07,0.36,-0.01,0.31,1.75,0.1,0.81,1.72,0.07,0.62,1.28,1.68,0.1,-0.13,-0.25,1.22
19261218,0.34,-0.56,0.31,0.08,0.27,0.14,0.51,0.08,-0.04,3.02,0.66,1.26,0.47,0.07,0.58,0.52,0.54
19261220,-0.47,-0.5,0,-0.27,-0.88,0.04,-0.06,-0.17,-0.45,-1.32,0.06,-1.32,-0.1,-0.4,-0.25,-0.06,-0.39
19261221,0.18,0.82,0.12,0.67,0,-0.38,0.45,0.28,-0.16,-0.87,-0.27,0.33,-0.16,-0.2,0.01,-0.05,-0.2
19261222,-0.21,0.04,-0.06,0.02,-0.04,0.1,-0.06,0.04,0.03,-0.99,0.63,1.46,-0.54,0.38,-0.5,0.05,-0.09
19261223,-0.36,0.18,0.49,0.25,0.45,0.6,-0.13,0.26,0.22,-0.6,0.37,1.08,0.44,-0.02,-0.06,0.05,0.13
19261224,0.27,0.11,0.54,0.04,1.05,1.49,0.63,0.64,0.32,0.24,0.11,1.22,-0.18,-0.04,0.42,-0.39,-0.04
19261227,-0.39,-0.36,0.15,-0.23,-0.75,-0.06,0.47,-0.32,-0.32,-1.43,-0.54,-0.14,-0.33,0.17,-0.81,-0.23,-0.22
19261228,-1.32,-1.59,-0.93,-0.72,-0.48,-2.16,-0.47,-1.25,-0.96,-2.44,-1.1,-1.8,-1.15,-0.87,-0.86,-0.7,-0.38
19261229,0.35,0.53,0.76,0.48,0.7,1.08,-0.06,0.65,0.32,-1.25,0.34,1.27,0.37,0.57,-0.09,0.32,0.09
19261230,0.25,-0.37,-1.03,0.89,0.56,0.55,-0.03,0.46,-0.35,-0.88,-0.67,-0.89,0.05,-0.65,-0.45,-0.58,-0.11
19261231,0.09,0.67,0.05,-0.55,0.97,-0.32,0.5,0.37,0.12,0.4,0.32,-0.45,0.64,0.59,1.1,-0.08,0.49
19270103,-0.2,-0.38,-0.56,-0.37,-0.26,-1.1,-0.44,-0.64,-0.7,-0.83,-1.12,-1.41,-0.83,-0.34,-2.12,-0.51,-0.41
19270104,0.32,0.53,0.26,-0.11,0.13,0.58,-0.17,-0.7,0.23,-0.72,0.15,1.96,-0.07,0.62,0.23,0.26,0.21
19270105,0.27,0.22,-0.12,0.18,-0.62,0.45,0.13,0.51,0.04,-0.03,0.76,0.55,-0.09,0.05,0.09,0.56,0.27
19270106,-0.28,-0.54,0.02,0.65,1.41,0.27,0.06,0.07,-0.36,-2.05,-0.48,-0.53,-0.24,-0.17,-0.02,-0.6,0.11
19270107,0.37,0.23,-0.15,-0.02,1.29,0.5,0.09,-0.09,0.6,0.96,0.38,0.08,0.51,0.21,0.29,-0.29,0.69
19270108,0.33,0.35,0.21,0.47,0.19,0.18,-0.1,0.02,0.24,0.51,0.06,0.68,0.42,0.27,-0.22,0.42,1.76
19270110,0.17,0.57,0.31,0.04,-0.03,0.43,0.43,0.32,0.34,0.15,0.25,-0.1,0.28,-0.02,-0.12,0.39,-0.28
19270111,-0.11,0.38,-0.22,-0.39,-0.22,-0.79,0.06,0.07,-0.17,-0.33,-0.32,-1.33,0.18,-0.31,-0.83,0.34,-0.48
19270112,-0.37,0.06,0.68,-0.55,-0.11,0.16,-0.18,-0.43,0.43,-0.16,0.09,-0.18,0.04,0.06,-0.06,0.17,-0.28
19270113,-0.21,-0.13,0.99,-0.18,-0.47,-0.24,-0.12,-0.24,-0.33,-0.46,0.2,-0.98,-0.2,-0.28,0.59,-0.13,-0.19
19270114,-0.26,0.19,0.19,-0.67,-0.71,-0.38,0.86,-0.5,-0.12,0.34,-0.4,-0.53,0.56,-0.34,-0.16,0.05,0.05
19270115,0.16,0.36,0.16,0.43,-0.94,-0.08,0.05,0.11,0.12,-0.13,0.06,-0.36,0.58,-0.05,0.03,0.32,0
19270117,0,0.46,0.53,-0.38,0.55,-0.92,0.1,-0.79,-0.4,-0.54,-0.04,-1.64,0.51,-0.14,-0.41,0.47,-0.13
19270118,-0.65,-0.79,-0.14,-0.5,2.2,0.21,0.11,-0.69,-0.06,-1.21,-0.09,0.13,-0.03,0.22,0.49,-0.04,-0.1
19270119,0.29,0.54,0.8,0.5,0.99,1.02,0.07,0.22,0.58,0.98,1.36,1.68,0.25,0.75,0.55,0.24,0.14
19270120,0.13,-0.15,-0.41,0.14,-0.21,-0.47,-0.7,-0.37,-0.29,0.56,-0.31,-0.09,0.15,0.35,-0.74,-0.17,-0.29
19270121,0.32,0.62,-0.38,-0.05,1.1,0.09,-0.15,-0.45,-0.13,-0.03,0.04,0.06,0.14,-0.51,0.91,0.07,-0.05
19270122,-0.28,-0.62,-0.44,0.02,-1.04,-0.74,-0.01,-0.07,-0.15,0.19,-0.21,-1.24,-0.18,0.05,-0.98,-0.45,-0.02
19270124,-0.34,-0.75,-0.43,-1.38,-0.09,-0.7,-0.36,-0.46,-0.33,-0.1,-0.9,-1.17,-0.05,-0.89,-0.77,-0.98,-0.32
19270125,-1.31,-1.18,-1.2,0.49,-0.78,-1.34,-0.69,-0.52,-0.71,-1.8,-0.95,-0.1,-1.9,-1.6,-0.84,-1.27,-0.16
19270126,-0.08,0.31,0.29,-0.15,1.09,0.65,0.27,1.14,0.05,-0.03,0.2,0.03,0.47,-0.02,-0.23,-0.61,0.15
19270127,-0.11,-0.59,-0.3,-0.58,-1.19,-0.16,0.13,-0.3,-0.61,-0.46,-0.56,0.36,-0.56,-0.69,-0.7,-0.7,0.18
19270128,0.62,0.59,-0.11,0.38,-0.01,1.08,0.35,-0.05,0.1,0.3,0.2,-0.06,-0.03,0.11,0.45,-0.18,0.32
