Date,Food ,Mines,Oil  ,Clths,Durbl,Chems,Cnsum,Cnstr,Steel,FabPr,Machn,Cars ,Trans,Utils,Rtail,Finan,Other
19260807,0.83,0.07,0.75,-0.32,-0.08,1.37,0.28,1.2,0.39,-0.11,1.67,1.08,0.19,0.01,0.12,0.17,-0.24
19260809,-0.13,0.53,-1.19,0.42,1.29,0.8,0.41,0.04,1.36,0.36,-0.24,0.41,0.05,-0.29,0.6,-0.27,0.33
19260810,-0.95,-0.53,-1.26,1.27,-0.91,-1.65,-0.81,-0.89,-1.41,-0.55,-1.35,-2.98,-1.06,-0.98,-0.81,-0.43,-0.79
19260811,-0.05,-0.17,-0.07,0.19,-1.15,-0.57,-0.47,0.03,-0.27,0.18,-0.13,1.16,0.4,-0.77,0.63,-0.33,-0.47
19260812,0.57,-0.17,-0.26,0.48,0.69,0.94,0.6,0.63,0.39,0.6,0.42,0.31,0.47,0.23,-0.1,-0.1,0
19260813,0.01,0.37,0.07,-0.08,-0.08,1.09,-0.33,0.41,-0.08,-0.49,0.26,-1.74,0.88,-0.08,-0.33,0.6,-0.69
19260814,0.56,0.48,2.23,0.68,0.01,0.97,0.09,0.1,-0.03,0.34,0.76,1.43,-0.01,0.53,0.69,0.16,0.47
19260816,0.51,0.09,-0.69,0.31,1.88,0.09,1.15,-0.2,1.83,-0.36,0.15,-0.4,0.76,0.01,0.51,0.29,0.06
19260817,-0.23,0.66,-0.01,0.62,-1.27,-1.36,0.05,-1.19,-1.3,-1.47,-1.56,-1.17,-1.07,-0.82,-0.48,-0.58,-0.93
19260818,-0.4,-0.32,-0.19,0.02,-0.39,0.13,1.02,0.88,-0.37,1.21,1,0.59,0.5,-0.11,-0.04,0.05,0.93
19260819,-0.89,-0.04,-1.37,-1.06,0.22,-0.62,-0.26,-0.35,-0.4,-0.56,0.11,-0.89,-0.35,-0.01,0.27,-0.22,-0.43
19260820,-0.25,0.1,0.35,0.14,0.01,-0.41,-0.48,-1.11,-0.38,-0.25,-0.38,0.46,-0.47,-0.43,-1.13,0.06,0.99
19260821,0.38,0.71,0.92,0.48,0.19,0.59,0.49,2.1,0.11,0.3,0.66,-0.05,0.7,0.24,-0.13,-0.5,0.72
19260823,0.74,0.05,-1,0.72,0.48,2.27,-0.31,-2.11,0.1,-0.8,-0.14,0.83,0.67,-0.14,0.9,-0.1,0.29
19260824,-0.5,-1.07,-0.64,-0.06,0.16,-2.09,0.1,-0.68,-0.43,0.7,-0.48,-0.43,-0.72,-0.17,-1.41,-0.12,-0.7
19260825,-0.57,0.14,-0.36,-1.04,-1.19,-0.64,-0.39,-0.62,-1.08,-1.4,-0.81,0,-0.22,-0.19,-0.39,-0.86,0.8
19260826,0.18,-0.33,0.72,0.46,3.08,0.41,0.06,0.99,0.94,0.06,0.6,-0.12,1.01,0.04,0.5,2.1,0.54
19260827,0.45,-0.65,1.27,1.15,-0.71,0.11,0.73,-0.13,0.59,0.28,-0.44,-0.34,-0.08,0.04,0.14,0.38,0.65
19260828,0.5,0.99,1.25,-0.07,-0.17,1.22,0.66,1.03,-0.11,-0.04,0.18,0.82,0.29,0.56,0.3,0.35,0.55
19260830,0.39,0.33,2.75,1.04,-0.13,-0.7,0.91,-0.74,-0.17,0.42,0.03,0.09,0.62,-0.05,-0.72,-0.55,-0.17
19260831,-0.13,-0.02,0.19,0.39,0.08,-0.16,-0.12,0.07,0.12,-0.38,1.33,-0.56,1.46,0,0.72,0.09,0.08
19260901,0.68,0.73,0.04,1.13,0.46,-0.82,1.19,0.72,0.94,0.63,1.04,0.55,0.8,1.55,0.38,0.26,-0.08
19260902,-1.09,0.21,-0.68,-0.91,0.35,1.54,-0.16,0.14,0.65,-1.22,0.2,1.23,0.4,0.17,-0.11,0.15,0.36
19260903,0.36,0.94,-0.72,-0.02,1.4,0.38,-0.31,0,0,0.73,0.69,0.4,0.97,1,0.17,0.65,-0.01
19260907,0.91,0.25,2.22,0.18,0.2,0.36,0.68,0.46,1.57,0.42,0.26,0.19,-0.29,-0.13,0.63,-0.63,0.61
19260908,-0.1,-0.39,-1.32,-0.55,1.11,-1.88,-0.48,-0.13,-0.98,-0.32,-0.46,-0.82,-0.68,-0.1,-0.55,-0.25,0.18
19260909,0.58,-1.11,-0.65,0.09,0.87,0.23,-0.11,-0.13,0.18,0.47,0.25,-0.75,-0.05,-0.42,0.35,0.02,-0.01
19260910,-0.37,-0.87,0.28,1.19,-1.26,-2.67,-0.42,-0.22,-1.03,-1.37,-0.39,-0.99,-0.26,-0.5,-0.09,-0.31,-0.66
19260911,0.88,0.59,-0.94,-1.64,-0.2,3.32,0.64,-0.74,0.51,0.85,-0.9,-0.76,-0.88,-0.26,-0.28,0.28,-0.68
19260913,-0.16,-0.53,-0.78,0.28,0.05,0.4,0.23,-0.72,-0.83,-0.07,-0.13,0.4,0.22,1.13,-0.25,-0.55,0.79
19260914,2.47,0.37,0.26,0.38,2.03,-0.09,0.45,0.72,1.79,0.2,0.65,0.9,0.35,0.54,0.53,-0.05,1.23
19260915,-0.2,-0.32,0.58,-0.42,-0.41,0.33,0.11,0.22,-0.94,0.13,0.61,0.27,0.11,-0.15,-0.33,0.69,-0.74
19260916,0.13,-0.22,-1.08,-0.83,0.01,0.05,-0.49,-0.77,-0.97,-2.06,-0.99,-1.26,-0.48,-0.73,0.16,-0.19,-0.13
19260917,-1.29,-0.49,-0.98,-0.98,-1,-0.64,-0.93,-1.57,0.35,-1.1,-1.29,-1.78,-1.15,-0.95,-1.43,-1.01,-2.28
19260918,-0.02,1.55,1.49,-0.23,0.5,-0.31,0.33,0.15,0.17,0.46,0.89,0.8,1.23,0.19,0.1,0.35,0.19
19260920,-0.65,-0.55,-1.49,-0.11,-0.58,0.64,0.01,-0.21,-0.88,-0.13,-0.96,-1.11,-0.78,-0.78,-0.34,-0.68,-1.69
19260921,0.44,-0.31,-0.32,0.59,-0.27,0.55,-0.32,0.31,0.59,-0.4,-0.1,0.56,0.28,0.1,0.14,-0.03,0.48
19260922,0.12,-0.24,0.92,-1.13,-1.62,-0.72,-0.37,-0.04,0.15,0.34,0.56,-1.35,0.08,0.38,-0.63,-0.04,-0.14
19260923,-0.17,-0.21,0.89,0.05,0.31,0.13,0.66,-0.78,0.35,-0.1,0.49,0.49,0.25,0.2,0.02,0,0.09
19260924,0.38,1.52,-0.06,-0.19,0.34,0.08,0.62,-0.08,0.41,0.17,0.34,0.31,0.94,0.77,1.16,-0.36,0.88
19260925,0.19,-1.85,0.88,-0.48,0.78,0.26,0.09,0.82,-0.12,0.4,0.47,1.63,0.04,0.48,0.15,0.18,0.09
19260927,0.11,2.91,-0.41,-0.22,-0.34,-1.83,0,0.33,-0.14,-0.05,-0.56,-0.62,0.08,-0.08,-0.29,-0.85,0.38
19260928,-0.6,0.13,-1.06,-0.46,-1.18,4.46,0.34,-0.44,-0.56,-0.33,0.24,-0.29,0.09,0.38,-0.13,-0.06,-0.42
19260929,-0.14,-0.5,0.25,0.88,-0.6,0.43,0.51,0.01,0.69,-0.58,-0.53,-0.79,-0.58,-0.38,-0.24,0.27,-0.42
19260930,0.26,0.96,-0.27,-0.47,0.61,0.48,0.23,0.99,1.76,0.07,0.33,0.07,0.28,-0.31,-0.04,-0.29,0.52
19261001,0.25,0.88,0.22,1.08,-0.1,-0.18,0.52,-0.34,0.4,1.82,0.56,0.02,0.37,-0.24,0.72,0.25,0.78
19261002,-0.19,0.3,0.92,0.76,0.24,-0.24,-0.15,-0.68,1.74,0.87,0.32,0.08,-0.26,0.14,-0.25,0.55,-0.42
19261004,-1.89,-1.17,-2.13,0.28,-0.47,-1.4,-1.03,-1.99,-2.14,-0.53,-1.91,-1.54,-1.23,-1.05,-1.16,-1.36,-0.88
19261005,-0.44,-0.22,-0.77,-1.27,-1.53,-2.49,-0.94,-0.33,-0.94,-0.52,-1.83,-1.7,-1.24,-1.12,-0.97,-0.73,-0.66
19261006,-1.71,-1.64,-1.51,-1.83,-2.1,-0.63,-0.79,-1.43,-0.85,-0.71,-1.02,-0.2,-1.14,-0.53,-0.63,0.24,-1.55
19261007,-0.92,0.31,-0.48,0.21,-0.96,-1.01,-0.8,-0.94,-0.49,-1.25,-0.74,-0.13,0.03,-1.28,-0.09,-0.08,0.22
19261008,0.86,0.12,0.79,0.77,0.92,0.63,0.64,0.51,0.2,1.2,1.19,0.56,0.95,0.79,1.15,0.59,-0.21
19261009,-0.66,-0.2,-0.04,-0.33,-1.24,-1.19,-0.71,0.04,-0.07,-0.61,-0.9,-0.72,-0.91,-0.62,-0.8,-1.4,-0.46
19261011,-0.77,-0.99,0.5,-0.81,-1.37,-1.61,-0.85,-1.39,-0.54,-1.22,-0.6,-1.54,-0.77,-0.57,-0.38,-1.82,-1.25
19261013,0.69,1.24,-0.71,0.71,-0.68,0.34,1.03,-0.09,0.77,0.77,0.77,0.88,0.27,0.22,0.01,1.12,0.52
19261014,0.69,0.77,0.5,1.69,0.58,-0.82,0.83,0.65,0.79,0.28,0.69,-1.01,1.73,0.43,0.29,0.45,0.69
19261015,-1.66,-0.68,-1.1,1.05,-2.56,-2.38,-1.1,-2.23,-2.23,-1.33,-1.9,-2.93,-2.25,-1,-0.76,-1.6,-2.22
19261016,-0.98,-0.67,-0.73,-2.33,-1.06,-0.61,-0.51,-0.58,-1.07,-1.68,-0.73,-1.87,-0.82,-0.31,-1.06,-0.73,0.52
19261018,0.17,0.97,0.85,3.76,1.01,0.95,-0.22,-0.13,0.16,0.37,1.74,0.56,1.2,1.2,0.17,0.01,0.42
19261019,-0.9,-1.73,-1.08,-1.17,-1.74,-1.2,-0.09,0.49,-1.48,0.03,-0.95,-1.18,-1.61,-0.72,-0.44,-0.18,-0.86
19261020,-1.48,-0.31,-0.63,-0.98,-0.51,-1.08,-0.49,-0.69,-0.07,-1.91,-0.32,-1.25,-0.62,-1.04,-0.87,-1.76,-0.62
19261021,2.36,2.51,1.52,0.31,2.29,1.86,1.4,0.54,0.66,0.63,1.88,0.8,2.44,1.03,1.93,1.34,1.03
19261022,1.07,2.03,-0.69,0.44,-0.3,0.09,-0.24,-0.64,0.11,0.23,-0.59,-1.57,0.05,-0.2,-0.47,-0.07,0.92
19261023,0.99,0.74,1.2,0.28,1.49,0.89,0.39,2.74,0.29,0.64,0.93,1.67,1,0.6,0.47,0.78,1.01
19261025,0.1,2.3,-0.29,-0.45,-0.49,0.07,-0.05,-0.93,-0.68,-0.87,-0.67,-0.44,-0.06,-0.21,0,0.04,0.16
19261026,0.85,0.35,1.21,0.16,1.09,0.12,0.67,0.28,-0.04,1.19,-0.34,0.75,0.53,0.11,0.88,0.34,0.14
19261027,0.59,0.05,0.76,-0.4,1.48,-1.16,0.62,2.05,1.51,0.39,0.86,0.9,0.97,0.9,0.43,-0.44,1.1
19261028,-0.34,-0.2,1.66,-1.09,0.18,0.83,0.81,-0.77,0.59,-2.57,-0.36,-0.5,-0.08,0.14,0.49,0.64,-0.3
19261029,-0.5,1.32,1.3,1.36,-0.87,1.45,-0.13,-0.04,-0.42,2.28,-0.35,-0.21,-0.22,0.05,-0.08,0.16,-0.64
19261030,-0.38,-0.3,-0.12,0.55,1.59,-0.63,0.01,0.06,0.37,-0.72,-0.13,-0.16,-0.13,-0.05,-0.32,-0.42,0.16
19261101,-0.08,0.55,2.81,-0.66,0,1.08,0.17,0.11,-0.06,1.15,0.08,0.69,0.09,-0.13,-0.03,1.56,-0.07
19261103,0.43,-0.49,-0.25,-0.14,-0.33,-0.4,0.42,-0.06,0.34,0.09,0.51,0.18,0.65,0.09,-0.24,0.23,-0.72
19261104,0.31,2.12,-0.13,-0.15,1.49,1.11,0.07,0.89,1.61,-0.13,0.93,0.28,0.86,0.12,-0.02,-0.32,3.64
19261105,-0.14,-0.52,-1.26,-0.62,0.06,0.54,1.07,0.8,0.14,0.57,0.28,-1.83,0.42,1.27,0.26,-0.01,-0.42
19261106,0.43,0.39,0.56,0.1,0.36,-0.75,0.13,1.03,0.27,0.07,-0.56,-0.37,-0.03,-0.06,0.03,0.01,-0.12
19261108,1.01,1.6,-0.31,1.01,0.21,0.99,0.47,0.57,1.33,0.76,0.38,0.03,-0.36,-0.07,0.41,-0.09,-0.4
19261109,0.14,1.92,-0.52,-0.8,-0.97,0.37,0.2,-0.53,-0.53,-0.08,0.62,0.7,0.3,0.62,0.47,0.11,0.29
19261110,-0.45,-0.6,-0.65,-0.03,-0.36,-0.45,-0.56,0.14,-0.25,-2.29,-0.62,-0.79,-1.06,1.92,-0.57,-1.08,-0.33
19261111,0.96,-0.25,2.15,0.1,0.32,2.78,0.27,0.1,0.85,2.17,-0.09,0.31,0.95,1.73,1,0.31,0.21
19261112,0.66,-1.37,0.3,0.92,0.44,1.28,0.65,-0.33,0.43,1.61,-0.16,0.39,0.15,-0.06,-0.39,0.21,-0.39
19261113,-0.56,-0.05,-0.9,1.15,0.37,-0.63,0.24,-0.08,0.18,-1.03,-0.01,-0.08,-0.2,-0.3,-0.34,-0.6,-0.26
19261115,0.78,-0.66,0.72,0.99,0.26,2.06,0.82,-2.06,0.54,-1.42,0.16,0.61,-0.03,0.23,0.48,1.71,0.09
19261116,-0.08,-0.3,0.71,0.29,-1.34,0.17,0.63,0.23,0.66,1.03,-0.08,0.33,-0.04,0.15,0.07,0.03,0.04
19261117,-0.57,-1.17,0.15,-0.71,-0.71,-2,-0.22,0.21,-0.16,0.41,-0.38,-1.46,-0.32,-1.06,0.75,-0.03,-0.97
19261118,0.09,-0.35,-1.19,2.34,-1.32,-0.94,0.06,-0.62,-1.18,-0.87,-1.07,-0.53,-0.29,-0.31,-0.52,-0.03,-0.29
19261119,-0.03,-0.94,-0.05,1.3,0.01,-0.72,0.1,-0.31,0.23,-0.95,-0.44,-0.53,-0.32,0.09,-0.15,0.12,-0.69
19261120,0.86,1.36,0.69,0.42,-0.61,-0.92,0.53,0.27,0.58,0.86,0.19,0.69,0.53,0.81,0.01,-0.39,0.35
19261122,0.94,-2.09,0.46,1.83,-1.38,1.51,0.82,1.21,-0.21,-0.81,0.37,-0.03,0.28,0.82,0.43,0.5,0.48
19261123,0.76,1.12,0.41,-0.78,0.02,1.6,0.76,0.23,-0.03,0.69,0.59,-0.33,0.41,0.34,0.25,-0.46,1.15
19261124,-0.52,0.11,0.4,-0.96,1.84,-0.17,-0.12,1.19,0.46,0.16,0.5,0.6,0.01,0.32,-0.76,0.35,0.08
19261126,0.51,0.01,0.02,0.38,1.35,-0.44,0.21,-0.85,0.25,0.2,0.11,0.37,0.43,-0.02,0.32,-0.46,-0.37
19261127,-0.21,-0.55,-0.85,-0.29,0.21,-0.44,0,1.65,-0.21,-0.2,-1.29,0.11,-0.16,0.05,0.41,0.61,-0.01
19261129,0.18,0.52,-0.79,-0.94,0.48,-1.21,-0.06,-0.32,-1.04,-0.9,0.08,-0.24,-0.24,-0.6,-0.38,-1.36,-0.51
19261130,1.6,0.95,1.34,-0.61,-0.7,0.73,1.33,-0.76,-0.82,0.81,-0.41,0.86,-0.03,0.44,0.52,-0.36,0.39
19261201,0.16,0.07,2.17,1.6,-0.68,1.54,0.38,1.23,0.03,-0.78,1.13,-0.22,-0.22,0.68,0.27,0.57,-0.45
19261202,0.17,0.01,0,-0.81,-0.63,-0.27,0.52,-0.28,0.03,0.08,0.78,1.37,1.03,-0.26,-0.16,2.64,0.8
19261203,0.79,0.41,0.58,0.42,-0.18,0.74,0.17,-0.54,1.32,2.38,0.26,0.52,-0.51,0.66,1.16,0.33,0.85
19261204,-1,0.15,-0.25,0.27,-0.37,-0.91,0.1,0.35,1.13,0.69,0.56,0.25,0.18,-0.41,0.13,-0.33,0.75
19261206,0.19,-1.89,0.18,1.2,0.48,-1.02,0.71,0.18,-0.79,0.63,-1.38,-0.35,0.02,0,0.51,0.07,-0.46
19261207,0.55,0.29,0.21,-0.61,1.17,-0.07,0.01,-0.41,1.05,0.83,2.51,1.56,-0.05,0.33,0.02,0.08,-0.1
19261208,-0.28,1.84,-1.21,-0.6,0.48,-0.41,-0.59,0.03,-0.53,-1.5,0.42,0.86,0.51,0.97,-0.29,-0.41,-0.55
19261209,0.72,1.41,-0.69,-0.08,0.55,2.21,-0.1,0.6,1.5,1.38,0.16,0.88,-0.11,0.13,0.14,0.02,0.32
19261210,0.44,-0.47,1.83,0.31,0.61,0.25,0.16,0.42,1.03,-0.18,-0.53,0.77,1.6,0.11,0.45,1.37,-0.4
19261211,0.18,0.45,-0.36,-0.46,0.31,1.24,0.04,0,0.46,-1.18,0.39,0.44,-0.35,0.83,0.44,0.19,0.72
19261213,0.82,0.9,1,-0.2,1.5,1.48,0.07,1.28,0.58,-0.66,-0.54,1.17,0.49,-0.53,1.46,-0.08,0.07
19261214,-0.26,-1.23,0.22,2.44,-0.13,-0.25,-0.13,-0.07,-0.23,-0.29,0.67,0.73,0.37,-1.09,0.45,0.11,0.43
19261215,0.24,0.26,1.96,1.47,-0.31,-0.24,0.26,-0.09,-1.49,1.49,-0.92,-1.16,0.6,0.65,-0.22,-0.1,1.03
19261216,-1.76,-1.6,-0.13,-0.86,-0.36,-0.9,-0.66,-0.78,-0.57,1.58,-0.36,-1.1,-0.97,-0.57,-0.88,-0.49,-0.28
19261217,0.37,1.3,1.94,-0.4,0.54,0.34,0.12,0.17,1.19,0.07,0.39,0.3,1,0,-0.74,-0.19,0.81
19261218,0.19,0,0.84,1.22,0.38,-0.24,0.11,-0.34,-0.02,2.92,0.05,0.36,0.06,-0.19,1.01,0.2,1.38
19261220,-0.45,-1.26,-0.04,0.66,-1.34,-0.11,0.04,-0.12,-0.35,-1.61,0.5,-0.65,0.09,-0.26,-0.42,-0.07,0.45
19261221,-0.61,0.51,-0.35,1.18,0,0.47,0.08,1.53,-0.45,0.48,-0.32,-0.26,-0.09,-0.23,-0.02,-0.09,-0.61
19261222,-0.29,-1.02,-0.69,-1.3,-0.1,-0.46,-0.01,-0.02,0.16,-1.77,-0.05,0.96,-0.65,1.16,-0.45,-0.42,0.08
19261223,-0.05,0.66,0.4,0.64,0.51,0.75,0.59,-0.67,-0.85,1.09,0.89,1.4,-0.1,0.36,0.12,0.3,-0.44
19261224,0.15,-0.08,0.22,0.05,0.9,0.08,0.37,1.28,1.24,-0.99,0.02,0.16,0.7,-0.2,0.36,-0.66,-0.06
19261227,-0.29,-0.23,0.61,-0.08,-0.79,-0.3,0.02,-0.79,-1.13,0.34,0.02,-0.31,-0.67,-0.01,-0.31,-0.77,-0.27
19261228,-1.75,-1.28,-2.06,-1.65,-0.32,-1.66,-1.12,-1.92,-0.79,-1.81,-1.24,-2.95,-1.38,-0.98,-0.41,-1.27,-1.16
19261229,-0.07,0.23,2.15,0.86,0.62,0.58,0.54,1.51,0.19,-0.38,0.35,1.29,0.16,0.89,-0.6,0.94,-0.3
19261230,0.73,-1.01,-1.8,-0.6,0.55,1.57,-0.06,1.03,1.62,-0.23,0.1,0,-0.26,-0.51,0.38,-0.61,-0.56
19261231,0.13,1.03,0.66,0.56,1,-0.83,0.57,0.36,0.85,0.25,0.24,-0.08,1.42,0.37,1.24,0.56,1.89
19270103,0.21,0,-0.79,-1.14,-0.35,0.1,-0.35,-0.92,-0.92,-0.23,3.2,-0.05,-0.26,-0.37,-1.38,-0.91,-1.47
19270104,0.23,1.3,1.67,1.98,0.3,-0.88,0.46,-0.97,1.33,-0.36,0.5,1.08,-0.67,0.93,0.11,0.62,0.78
19270105,1.01,-0.09,-0.36,0.23,-0.59,0.55,0.72,-0.23,-0.29,-1.59,1.2,1.05,0.72,0.47,0.21,0.61,0.13
19270106,-0.22,0.12,0.11,0.9,1.16,0.15,-0.06,-0.6,-0.07,-0.56,-0.66,-1.4,-0.11,0.34,0.19,-1.09,0.02
19270107,0.53,-0.17,-0.36,0.99,1.26,1.18,0.65,0.48,-1.27,-0.07,0.61,0.7,0.52,-0.09,0.62,-0.22,0.41
19270108,0.14,0.23,1.01,0.7,0.14,0.56,-0.1,-0.13,3.17,0.91,0.16,-0.05,0.47,0.08,-0.11,0.3,1.12
19270110,0.1,-0.05,1.13,-0.13,-0.04,0.7,0.46,-0.28,0.31,1.02,-0.02,0.18,0.53,-0.02,0.48,0.26,0.29
19270111,-0.33,0.8,0.07,-1,-0.25,-0.15,0.31,-2.02,0.07,-0.12,-0.27,0.13,-0.06,-0.33,-0.82,0.44,-0.44
19270112,-0.29,-0.43,0.96,-0.9,-0.18,-0.18,-0.49,0.96,0.55,-0.43,-0.56,0.5,0.1,-0.02,0.01,0.11,-0.43
19270113,-0.23,0.31,1.88,-0.37,-0.39,-0.06,-0.06,0.71,0.18,-0.58,0.03,-1.69,0.59,-0.17,0.16,-0.9,-0.37
19270114,-0.23,0.58,-0.35,-1.33,-0.97,-0.54,-0.36,-1.58,-0.32,-0.03,-0.23,-0.94,0.64,-0.45,-0.01,0.29,0.03
19270115,0.11,0.27,0.8,1.48,-1.08,-0.24,0.45,0.95,0.83,0.17,0,0.11,1.79,-0.11,-0.19,0.07,-0.03
19270117,-0.12,0.57,0.01,-0.45,0.17,-1.93,-0.48,-0.81,-0.67,0.08,-0.2,-0.85,1.04,-0.23,0.06,1.3,-0.45
19270118,-0.36,-0.8,-0.37,-0.81,1.56,2.24,0.79,-0.08,0.43,-0.51,0.1,-0.51,0.12,0.15,0.02,0.05,0.58
19270119,0.2,-0.44,0.12,-0.65,0.8,1.31,0.41,0.43,0.4,1.98,0.96,1.67,0.29,0.77,0.7,0.01,0.6
19270120,-0.55,-0.37,0.53,1.47,0.06,-0.11,-0.79,-0.55,-0.92,1.01,-0.57,-0.41,-0.36,0.51,-0.49,-0.18,-0.58
19270121,0.13,1.17,0.01,0.06,1,-0.32,-0.25,-0.66,0.64,0.49,-0.13,0.26,2.07,-0.57,0.68,0.67,-0.29
19270122,-0.64,-0.59,-0.2,-0.59,-1.19,-1.56,-0.17,0.02,-0.11,-0.13,-0.19,-0.4,0.28,-0.07,-0.88,-0.62,-0.38
19270124,-0.65,-0.25,1.09,-0.5,-0.18,1.99,-0.37,-0.56,-0.27,-0.4,-0.25,-1.43,0.32,-0.42,-0.95,-0.88,-0.43
19270125,-1.28,-0.61,-2.51,-2.05,-0.7,-1.73,-1.18,-1.14,-0.7,-0.96,-1.14,-0.16,-2.89,-1.26,-0.76,-1.78,-1.17
19270126,0.38,0.38,0.49,1,1.29,0.75,0.16,-0.27,-0.75,0.25,0.22,-0.42,0.72,0.36,-0.22,-0.14,0.26
19270127,-0.44,-1.06,-0.8,-0.99,-0.9,-0.46,0.03,-0.59,-0.8,-0.64,-0.03,-0.41,-0.67,-0.85,0.05,-0.6,0.22
19270128,0.84,1.16,0.28,1.26,-0.09,0.53,0.12,0.19,0.45,0.03,-0.16,-0.03,0.09,-0.05,0.22,-0.32,1.48
19270129,0.4,-0.07,0.82,1.35,0.85,0.58,0.74,1.21,0.78,0.78,0.72,1.1,0.46,0.36,-0.21,0.14,0.79
